id,dataset,label_type,superfamily,class,architecture,topology,homologous_superfamily,length
5az7A01,CATH20,superfamily,1.20.960.10,1,20,960,10,62
5azsA02,CATH20,superfamily,2.20.200.10,2,20,200,10,83
5b00A00,CATH20,superfamily,1.10.600.10,1,10,600,10,264
5b1aC01,CATH20,superfamily,1.10.287.70,1,10,287,70,70
5b1aD00,CATH20,superfamily,1.10.442.10,1,10,442,10,147
5b1aG00,CATH20,superfamily,4.10.95.10,4,10,95,10,85
5b1aJ00,CATH20,superfamily,4.10.91.10,4,10,91,10,59
5b1rA00,CATH20,superfamily,3.10.100.10,3,10,100,10,127
5b3kA00,CATH20,superfamily,3.40.50.360,3,40,50,360,150
5b46A01,CATH20,superfamily,3.40.50.970,3,40,50,970,190
5b48A02,CATH20,superfamily,3.40.50.920,3,40,50,920,120
5b4jA00,CATH20,superfamily,3.40.1500.20,3,40,1500,20,248
5b66B02,CATH20,superfamily,3.10.680.10,3,10,680,10,173
5b66O01,CATH20,superfamily,2.40.160.30,2,40,160,30,187
5b6qA00,CATH20,superfamily,1.10.760.10,1,10,760,10,76
5b7eA01,CATH20,superfamily,2.60.40.420,2,60,40,420,140
5b7eA03,CATH20,superfamily,2.60.40.420,2,60,40,420,191
5b7uA01,CATH20,superfamily,3.90.1150.10,3,90,1150,10,152
5b8hA02,CATH20,superfamily,3.30.420.40,3,30,420,40,123
5bkaE01,CATH20,superfamily,3.10.450.50,3,10,450,50,141
5bmnA01,CATH20,superfamily,3.40.120.10,3,40,120,10,147
5bmoC00,CATH20,superfamily,3.40.50.10320,3,40,50,10320,246
5bmuA01,CATH20,superfamily,3.40.30.90,3,40,30,90,57
5bmuC02,CATH20,superfamily,1.20.1050.10,1,20,1050,10,107
5bn8A04,CATH20,superfamily,3.90.640.10,3,90,640,10,83
5bowA00,CATH20,superfamily,2.80.10.50,2,80,10,50,151
5bp8A02,CATH20,superfamily,1.50.10.20,1,50,10,20,259
5bpdA02,CATH20,superfamily,3.30.870.10,3,30,870,10,143
5bpxA00,CATH20,superfamily,2.60.120.10,2,60,120,10,153
5bq8A00,CATH20,superfamily,2.10.90.10,2,10,90,10,122
5br9A02,CATH20,superfamily,3.30.420.40,3,30,420,40,91
5bs1A00,CATH20,superfamily,1.10.1200.210,1,10,1200,210,121
5bt1B00,CATH20,superfamily,1.25.40.10,1,25,40,10,249
5bulA00,CATH20,superfamily,3.50.50.60,3,50,50,60,409
5bunB00,CATH20,superfamily,1.20.1600.10,1,20,1600,10,425
5bxfA01,CATH20,superfamily,3.30.500.10,3,30,500,10,171
5bxrA03,CATH20,superfamily,2.80.10.50,2,80,10,50,141
5by3A02,CATH20,superfamily,3.20.20.520,3,20,20,520,316
5by7A02,CATH20,superfamily,3.40.47.10,3,40,47,10,147
5bykA00,CATH20,superfamily,3.40.50.300,3,40,50,300,259
5bypA00,CATH20,superfamily,2.40.128.280,2,40,128,280,127
5c00D00,CATH20,superfamily,3.40.30.10,3,40,30,10,208
5c0uA00,CATH20,superfamily,3.30.450.410,3,30,450,410,212
5c15A00,CATH20,superfamily,3.30.420.240,3,30,420,240,241
5c16A01,CATH20,superfamily,2.30.29.30,2,30,29,30,100
5c1iA00,CATH20,superfamily,3.40.50.150,3,40,50,150,251
5c2mA00,CATH20,superfamily,2.115.10.10,2,115,10,10,250
5c2yB00,CATH20,superfamily,1.25.40.820,1,25,40,820,183
5c2zA02,CATH20,superfamily,2.40.10.10,2,40,10,10,121
5c33A00,CATH20,superfamily,2.60.120.920,2,60,120,920,198
5c3uA01,CATH20,superfamily,3.40.50.1100,3,40,50,1100,234
5c4iB02,CATH20,superfamily,3.30.70.20,3,30,70,20,61
5c4vF00,CATH20,superfamily,3.10.390.10,3,10,390,10,102
5c5zA00,CATH20,superfamily,3.10.490.10,3,10,490,10,137
5c68A00,CATH20,superfamily,3.10.180.10,3,10,180,10,126
5c6dA01,CATH20,superfamily,3.10.20.90,3,10,20,90,107
5c8dH03,CATH20,superfamily,3.40.50.280,3,40,50,280,118
5c98A01,CATH20,superfamily,3.30.497.10,3,30,497,10,233
5c9eB01,CATH20,superfamily,1.20.1280.80,1,20,1280,80,87
5c9hB01,CATH20,superfamily,1.10.132.70,1,10,132,70,202
5caeB01,CATH20,superfamily,3.30.470.20,3,30,470,20,155
5cbgA00,CATH20,superfamily,1.10.287.70,1,10,287,70,106
5ccbA01,CATH20,superfamily,3.10.330.20,3,10,330,20,72
5cd9A00,CATH20,superfamily,3.40.50.1110,3,40,50,1110,216
5ce1A01,CATH20,superfamily,3.10.250.10,3,10,250,10,107
5ce6A01,CATH20,superfamily,3.40.350.10,3,40,350,10,173
5cefA01,CATH20,superfamily,3.40.50.720,3,40,50,720,189
5cemA01,CATH20,superfamily,3.30.200.20,3,30,200,20,82
5cerA01,CATH20,superfamily,3.40.710.10,3,40,710,10,238
5cerG02,CATH20,superfamily,3.50.80.20,3,50,80,20,163
5cfcB00,CATH20,superfamily,2.60.120.20,2,60,120,20,232
5cfjA00,CATH20,superfamily,3.90.79.10,3,90,79,10,152
5cg8A00,CATH20,superfamily,3.60.130.30,3,60,130,30,267
5cgmA02,CATH20,superfamily,1.20.58.80,1,20,58,80,81
5cgmA03,CATH20,superfamily,3.20.20.80,3,20,20,80,371
5cgmB01,CATH20,superfamily,2.60.40.10,2,60,40,10,142
5cgzA00,CATH20,superfamily,3.40.50.10320,3,40,50,10320,240
5cj0B02,CATH20,superfamily,1.20.5.370,1,20,5,370,59
5cj3A00,CATH20,superfamily,3.10.180.10,3,10,180,10,135
5cj9A02,CATH20,superfamily,3.30.1360.40,3,30,1360,40,82
5ck3C00,CATH20,superfamily,3.30.450.60,3,30,450,60,142
5cl8A00,CATH20,superfamily,1.25.10.90,1,25,10,90,241
5cm2Z00,CATH20,superfamily,3.40.50.150,3,40,50,150,205
5cmyA00,CATH20,superfamily,1.25.40.90,1,25,40,90,170
5cogA00,CATH20,superfamily,1.20.120.450,1,20,120,450,191
5cpgA00,CATH20,superfamily,3.10.129.10,3,10,129,10,155
5cqgA02,CATH20,superfamily,3.10.10.20,3,10,10,20,72
5cqgA04,CATH20,superfamily,3.30.70.2630,3,30,70,2630,106
5cqgA05,CATH20,superfamily,1.10.357.90,1,10,357,90,189
5cr4A00,CATH20,superfamily,3.30.420.10,3,30,420,10,230
5cr9A02,CATH20,superfamily,3.40.50.1980,3,40,50,1980,175
5ctrA01,CATH20,superfamily,1.25.40.10,1,25,40,10,305
5ctrD02,CATH20,superfamily,3.10.20.90,3,10,20,90,94
5cviB02,CATH20,superfamily,2.30.30.90,2,30,30,90,76
5cvrA02,CATH20,superfamily,1.10.10.10,1,10,10,10,86
5cw4A01,CATH20,superfamily,3.40.140.10,3,40,140,10,153
5cx7E00,CATH20,superfamily,3.30.450.150,3,30,450,150,147
5cxbA02,CATH20,superfamily,2.130.10.10,2,130,10,10,394
5cxbB00,CATH20,superfamily,2.130.10.10,2,130,10,10,369
5cxmA00,CATH20,superfamily,2.102.10.10,2,102,10,10,110
5cy1B01,CATH20,superfamily,3.40.50.1390,3,40,50,1390,111
5cyfC00,CATH20,superfamily,3.40.50.1580,3,40,50,1580,296
5cyuA01,CATH20,superfamily,3.30.2390.20,3,30,2390,20,76
5cyuA03,CATH20,superfamily,2.40.50.910,2,40,50,910,83
5czcB01,CATH20,superfamily,3.40.366.10,3,40,366,10,235
5cznA00,CATH20,superfamily,3.40.91.90,3,40,91,90,180
5czrA02,CATH20,superfamily,2.60.40.60,2,60,40,60,127
5d01A01,CATH20,superfamily,3.40.50.2000,3,40,50,2000,197
5d0oE01,CATH20,superfamily,3.30.1450.10,3,30,1450,10,91
5d1mB01,CATH20,superfamily,3.30.40.10,3,30,40,10,97
5d1oB02,CATH20,superfamily,3.30.1490.70,3,30,1490,70,73
5d1pA01,CATH20,superfamily,3.10.450.740,3,10,450,740,70
5d1rB00,CATH20,superfamily,1.10.357.10,1,10,357,10,239
5d4z201,CATH20,superfamily,1.10.260.40,1,10,260,40,70
5d6eA02,CATH20,superfamily,1.10.10.10,1,10,10,10,80
5d6oA00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,349
5d70A00,CATH20,superfamily,1.20.1250.10,1,20,1250,10,127
5d8nA01,CATH20,superfamily,3.40.220.10,3,40,220,10,200
5da9B01,CATH20,superfamily,3.40.50.300,3,40,50,300,396
5daeA00,CATH20,superfamily,3.30.60.30,3,30,60,30,65
5dahA01,CATH20,superfamily,3.30.40.10,3,30,40,10,154
5dawA00,CATH20,superfamily,2.60.120.620,2,60,120,620,308
5dcaA08,CATH20,superfamily,2.60.40.150,2,60,40,150,110
5dcfA02,CATH20,superfamily,1.10.10.10,1,10,10,10,64
5dfyA00,CATH20,superfamily,3.30.450.40,3,30,450,40,167
5dgdA03,CATH20,superfamily,3.40.50.970,3,40,50,970,184
5dgqA01,CATH20,superfamily,2.60.40.10,2,60,40,10,92
5dhmC01,CATH20,superfamily,2.60.40.2580,2,60,40,2580,128
5dicA00,CATH20,superfamily,1.10.238.20,1,10,238,20,117
5dihA01,CATH20,superfamily,3.30.70.1710,3,30,70,1710,79
5dinA00,CATH20,superfamily,3.30.40.10,3,30,40,10,130
5dkoA01,CATH20,superfamily,2.60.440.10,2,60,440,10,78
5dleA00,CATH20,superfamily,3.40.50.2300,3,40,50,2300,113
5dllA05,CATH20,superfamily,1.25.50.10,1,25,50,10,318
5dlqB01,CATH20,superfamily,1.25.10.10,1,25,10,10,455
5dm1A00,CATH20,superfamily,3.40.50.150,3,40,50,150,267
5dmdA00,CATH20,superfamily,2.30.290.10,2,30,290,10,151
5dmmA00,CATH20,superfamily,3.20.20.330,3,20,20,330,310
5dmsA02,CATH20,superfamily,3.30.1120.30,3,30,1120,30,97
5dn7A00,CATH20,superfamily,1.25.10.10,1,25,10,10,250
5dncA01,CATH20,superfamily,3.40.50.1170,3,40,50,1170,228
5dnoA00,CATH20,superfamily,3.10.590.10,3,10,590,10,178
5dnyA02,CATH20,superfamily,3.30.160.600,3,30,160,600,58
5do6A00,CATH20,superfamily,2.10.60.10,2,10,60,10,57
5do9A02,CATH20,superfamily,1.10.400.10,1,10,400,10,118
5douA01,CATH20,superfamily,1.10.1030.10,1,10,1030,10,171
5douA02,CATH20,superfamily,3.40.50.1380,3,40,50,1380,162
5dpqA00,CATH20,superfamily,2.40.128.20,2,40,128,20,133
5dqqA01,CATH20,superfamily,1.20.120.350,1,20,120,350,133
5dqvB01,CATH20,superfamily,1.10.472.50,1,10,472,50,106
5drvA00,CATH20,superfamily,3.10.450.50,3,10,450,50,142
5ds1A00,CATH20,superfamily,2.60.40.790,2,60,40,790,95
5dt9A01,CATH20,superfamily,3.40.50.720,3,40,50,720,133
5dwzC01,CATH20,superfamily,3.40.47.10,3,40,47,10,192
5dxfB01,CATH20,superfamily,3.40.50.2000,3,40,50,2000,310
5dxtA01,CATH20,superfamily,3.10.20.90,3,10,20,90,220
5dxvA00,CATH20,superfamily,3.40.430.10,3,40,430,10,156
5dyjB01,CATH20,superfamily,3.30.200.20,3,30,200,20,166
5dykA03,CATH20,superfamily,2.60.120.10,2,60,120,10,124
5dz6A02,CATH20,superfamily,3.30.70.250,3,30,70,250,69
5e1qB01,CATH20,superfamily,2.70.98.10,2,70,98,10,286
5e1tC00,CATH20,superfamily,2.60.210.10,2,60,210,10,197
5e1vB00,CATH20,superfamily,3.10.129.110,3,10,129,110,274
5e1wA00,CATH20,superfamily,1.10.10.10,1,10,10,10,180
5e24E03,CATH20,superfamily,2.60.40.10,2,60,40,10,94
5e26A01,CATH20,superfamily,3.30.420.510,3,30,420,510,167
5e2cA00,CATH20,superfamily,3.40.350.10,3,40,350,10,132
5e33A02,CATH20,superfamily,3.30.540.30,3,30,540,30,163
5e33A03,CATH20,superfamily,3.30.70.2600,3,30,70,2600,79
5e3bA00,CATH20,superfamily,3.40.220.10,3,40,220,10,159
5e3qA01,CATH20,superfamily,3.30.70.2010,3,30,70,2010,91
5e44A01,CATH20,superfamily,2.60.120.10,2,60,120,10,146
5e4bA00,CATH20,superfamily,3.30.530.20,3,30,530,20,176
5e4qA02,CATH20,superfamily,2.60.40.10,2,60,40,10,93
5e53C01,CATH20,superfamily,2.60.40.10,2,60,40,10,93
5e6sC01,CATH20,superfamily,2.130.10.130,2,130,10,130,400
5e6tA02,CATH20,superfamily,2.40.30.120,2,40,30,120,94
5e6zA02,CATH20,superfamily,3.20.20.80,3,20,20,80,383
5e6zA03,CATH20,superfamily,2.60.40.1180,2,60,40,1180,106
5e7gA03,CATH20,superfamily,2.60.40.10,2,60,40,10,83
5e7sE01,CATH20,superfamily,3.30.230.10,3,30,230,10,173
5e99H01,CATH20,superfamily,2.60.40.10,2,60,40,10,171
5e9aA01,CATH20,superfamily,3.20.20.80,3,20,20,80,398
5e9hB01,CATH20,superfamily,1.10.10.850,1,10,10,850,113
5e9jA00,CATH20,superfamily,3.40.50.150,3,40,50,150,274
5e9tA01,CATH20,superfamily,3.40.50.2000,3,40,50,2000,156
5eanA01,CATH20,superfamily,2.40.30.270,2,40,30,270,108
5ebbA01,CATH20,superfamily,3.60.21.10,3,60,21,10,405
5ecjB01,CATH20,superfamily,2.170.270.10,2,170,270,10,203
5ecwA00,CATH20,superfamily,3.40.50.1010,3,40,50,1010,138
5ee0A03,CATH20,superfamily,1.10.150.300,1,10,150,300,89
5ee1A01,CATH20,superfamily,3.40.50.300,3,40,50,300,194
5efrA01,CATH20,superfamily,3.10.20.310,3,10,20,310,81
5eghB01,CATH20,superfamily,3.40.720.10,3,40,720,10,296
5egjA00,CATH20,superfamily,3.10.129.10,3,10,129,10,179
5ej8A02,CATH20,superfamily,3.40.50.1220,3,40,50,1220,126
5ej8A03,CATH20,superfamily,3.40.50.970,3,40,50,970,210
5ejjA01,CATH20,superfamily,3.90.70.130,3,90,70,130,202
5elmA02,CATH20,superfamily,3.40.50.1860,3,40,50,1860,112
5eokA03,CATH20,superfamily,3.50.4.10,3,50,4,10,97
5eokA05,CATH20,superfamily,2.40.10.10,2,40,10,10,247
5epqA00,CATH20,superfamily,2.40.128.20,2,40,128,20,164
5eq7A02,CATH20,superfamily,3.40.190.80,3,40,190,80,124
5erdA02,CATH20,superfamily,2.60.40.60,2,60,40,60,106
5ereA01,CATH20,superfamily,3.40.50.2300,3,40,50,2300,141
5ereA02,CATH20,superfamily,3.30.450.20,3,30,450,20,130
5erxA01,CATH20,superfamily,3.40.50.970,3,40,50,970,207
5es4A03,CATH20,superfamily,2.60.40.1460,2,60,40,1460,156
5esoC02,CATH20,superfamily,3.40.50.970,3,40,50,970,220
5eufA02,CATH20,superfamily,3.30.830.10,3,30,830,10,190
5euvA02,CATH20,superfamily,3.20.20.80,3,20,20,80,292
5evhA00,CATH20,superfamily,3.10.450.50,3,10,450,50,127
5ew0A00,CATH20,superfamily,3.60.15.10,3,60,15,10,234
5ewpA00,CATH20,superfamily,1.25.10.10,1,25,10,10,252
5ex0A01,CATH20,superfamily,2.170.270.10,2,170,270,10,141
5ex2A01,CATH20,superfamily,2.40.100.10,2,40,100,10,241
5exeA01,CATH20,superfamily,3.40.50.970,3,40,50,970,251
5exeB01,CATH20,superfamily,3.40.920.10,3,40,920,10,204
5ey1B00,CATH20,superfamily,3.30.450.40,3,30,450,40,168
5ey3A03,CATH20,superfamily,3.90.1170.30,3,90,1170,30,97
5ey3B01,CATH20,superfamily,1.20.970.10,1,20,970,10,109
5ez3A03,CATH20,superfamily,2.40.110.20,2,40,110,20,155
5ezqA02,CATH20,superfamily,3.40.50.150,3,40,50,150,189
5f1cA01,CATH20,superfamily,1.10.287.940,1,10,287,940,74
5f28B00,CATH20,superfamily,3.40.1810.10,3,40,1810,10,77
5f33A01,CATH20,superfamily,3.40.50.10800,3,40,50,10800,103
5f33A03,CATH20,superfamily,3.40.50.10800,3,40,50,10800,84
5f3mA00,CATH20,superfamily,3.30.1130.10,3,30,1130,10,119
5f3yA03,CATH20,superfamily,1.20.80.10,1,20,80,10,117
5f3yA04,CATH20,superfamily,2.30.29.30,2,30,29,30,95
5f7cA02,CATH20,superfamily,3.20.20.80,3,20,20,80,315
5f7qC01,CATH20,superfamily,1.10.10.10,1,10,10,10,70
5f7vA00,CATH20,superfamily,3.40.190.10,3,40,190,10,400
5f8sA00,CATH20,superfamily,2.80.10.50,2,80,10,50,156
5f8vA02,CATH20,superfamily,3.90.1150.10,3,90,1150,10,115
5f9eA01,CATH20,superfamily,3.30.200.20,3,30,200,20,151
5faiA01,CATH20,superfamily,3.40.1280.10,3,40,1280,10,202
5fbzA02,CATH20,superfamily,2.60.120.380,2,60,120,380,117
5fcdA00,CATH20,superfamily,3.40.50.150,3,40,50,150,239
5fclE01,CATH20,superfamily,3.100.10.20,3,100,10,20,103
5fcyA00,CATH20,superfamily,1.10.2090.10,1,10,2090,10,169
5ffdA00,CATH20,superfamily,1.20.1260.10,1,20,1260,10,154
5ffiE00,CATH20,superfamily,3.10.20.30,3,10,20,30,122
5ffsA00,CATH20,superfamily,3.10.100.10,3,10,100,10,148
5fgoA00,CATH20,superfamily,3.10.450.700,3,10,450,700,81
5fgpA00,CATH20,superfamily,3.30.2450.30,3,30,2450,30,152
5fhiA01,CATH20,superfamily,3.40.30.10,3,40,30,10,76
5fi1A02,CATH20,superfamily,2.30.29.30,2,30,29,30,146
5fj8A03,CATH20,superfamily,2.40.40.20,2,40,40,20,126
5fj8A06,CATH20,superfamily,1.10.132.30,1,10,132,30,147
5fjiA02,CATH20,superfamily,3.40.50.1700,3,40,50,1700,272
5flxD01,CATH20,superfamily,3.30.300.20,3,30,300,20,92
5flxf00,CATH20,superfamily,6.20.50.150,6,20,50,150,78
5fmoS00,CATH20,superfamily,2.60.120.20,2,60,120,20,194
5fmtB01,CATH20,superfamily,1.10.418.50,1,10,418,50,133
5forA00,CATH20,superfamily,3.40.50.10140,3,40,50,10140,139
5fqdB01,CATH20,superfamily,2.170.150.20,2,170,150,20,138
5fqdE02,CATH20,superfamily,2.30.130.40,2,30,130,40,125
5fs8A01,CATH20,superfamily,3.50.50.60,3,50,50,60,165
5fs8A02,CATH20,superfamily,3.50.50.60,3,50,50,60,166
5fswA02,CATH20,superfamily,1.10.8.790,1,10,8,790,77
5fszA00,CATH20,superfamily,3.40.220.10,3,40,220,10,268
5ftaA00,CATH20,superfamily,3.30.710.10,3,30,710,10,112
5fucC01,CATH20,superfamily,2.60.40.10,2,60,40,10,98
5fveA02,CATH20,superfamily,3.10.150.10,3,10,150,10,130
5fvkA00,CATH20,superfamily,1.20.58.80,1,20,58,80,82
5fwqA04,CATH20,superfamily,1.25.40.320,1,25,40,320,156
5fxdA04,CATH20,superfamily,1.10.45.10,1,10,45,10,55
5g1kA02,CATH20,superfamily,3.40.30.10,3,40,30,10,167
5g1mA00,CATH20,superfamily,3.20.20.300,3,20,20,300,333
5g56A03,CATH20,superfamily,2.80.10.50,2,80,10,50,124
5g5gB02,CATH20,superfamily,3.30.390.50,3,30,390,50,96
5g5gC03,CATH20,superfamily,3.30.365.10,3,30,365,10,93
5g5tA02,CATH20,superfamily,3.30.420.10,3,30,420,10,218
5g6rB02,CATH20,superfamily,1.10.1040.10,1,10,1040,10,136
5gaeH01,CATH20,superfamily,3.10.430.100,3,10,430,100,78
5gan800,CATH20,superfamily,2.30.30.100,2,30,30,100,67
5gizA02,CATH20,superfamily,3.40.50.1980,3,40,50,1980,142
5gkdA02,CATH20,superfamily,2.160.20.10,2,160,20,10,285
5gkxA00,CATH20,superfamily,3.90.1640.20,3,90,1640,20,259
5gndA01,CATH20,superfamily,2.40.10.120,2,40,10,120,191
5gqbA01,CATH20,superfamily,2.60.40.10,2,60,40,10,123
5gqoA00,CATH20,superfamily,2.40.50.140,2,40,50,140,117
5groA00,CATH20,superfamily,2.40.50.140,2,40,50,140,115
5gtqA00,CATH20,superfamily,2.120.10.30,2,120,10,30,311
5gu6A02,CATH20,superfamily,3.40.30.10,3,40,30,10,101
5gu9A00,CATH20,superfamily,2.40.50.100,2,40,50,100,71
5gudA03,CATH20,superfamily,3.40.50.720,3,40,50,720,163
5gv0A00,CATH20,superfamily,2.40.160.110,2,40,160,110,168
5gvyA00,CATH20,superfamily,2.100.10.30,2,100,10,30,145
5gy1A01,CATH20,superfamily,1.50.10.10,1,50,10,10,439
5gy3A00,CATH20,superfamily,1.50.10.10,1,50,10,10,310
5gy7A02,CATH20,superfamily,3.90.25.10,3,90,25,10,132
5gz3A01,CATH20,superfamily,3.40.50.720,3,40,50,720,172
5gz8A00,CATH20,superfamily,1.10.510.10,1,10,510,10,305
5h1sd00,CATH20,superfamily,1.10.287.3980,1,10,287,3980,60
5h1zA00,CATH20,superfamily,1.10.630.10,1,10,630,10,407
5h28A01,CATH20,superfamily,1.25.40.20,1,25,40,20,145
5h28A02,CATH20,superfamily,1.25.40.20,1,25,40,20,112
5h2gB01,CATH20,superfamily,3.10.310.10,3,10,310,10,148
5h2tA03,CATH20,superfamily,2.60.40.1180,2,60,40,1180,81
5h3jA02,CATH20,superfamily,2.30.42.10,2,30,42,10,98
5h3uA01,CATH20,superfamily,2.130.10.10,2,130,10,10,340
5h41A01,CATH20,superfamily,1.50.10.10,1,50,10,10,429
5h4sA01,CATH20,superfamily,2.60.120.740,2,60,120,740,91
5h5mA02,CATH20,superfamily,1.20.120.230,1,20,120,230,146
5h6vB01,CATH20,superfamily,2.40.10.120,2,40,10,120,69
5h83A01,CATH20,superfamily,3.90.180.10,3,90,180,10,203
5h8yD02,CATH20,superfamily,3.30.413.10,3,30,413,10,212
5h99A00,CATH20,superfamily,3.40.470.10,3,40,470,10,240
5h9fB00,CATH20,superfamily,1.10.520.40,1,10,520,40,165
5h9fJ00,CATH20,superfamily,3.30.70.2660,3,30,70,2660,224
5h9mA01,CATH20,superfamily,3.30.40.10,3,30,40,10,59
5hayA02,CATH20,superfamily,1.25.40.440,1,25,40,440,79
5hb0D01,CATH20,superfamily,1.20.120.1880,1,20,120,1880,289
5hbbB01,CATH20,superfamily,2.60.40.10,2,60,40,10,148
5hdjA00,CATH20,superfamily,3.40.109.10,3,40,109,10,257
5heeA00,CATH20,superfamily,3.40.830.10,3,40,830,10,262
5hfiA00,CATH20,superfamily,3.40.30.10,3,40,30,10,216
5hftD00,CATH20,superfamily,3.60.20.40,3,60,20,40,187
5hhmI02,CATH20,superfamily,2.60.40.10,2,60,40,10,91
5hjfA00,CATH20,superfamily,1.20.1260.10,1,20,1260,10,185
5hl8C00,CATH20,superfamily,3.30.1360.100,3,30,1360,100,92
5hldA02,CATH20,superfamily,1.10.3810.10,1,10,3810,10,145
5hm2A02,CATH20,superfamily,2.40.10.10,2,40,10,10,110
5hm4B02,CATH20,superfamily,3.90.76.10,3,90,76,10,147
5hmqD02,CATH20,superfamily,3.10.180.10,3,10,180,10,144
5hnoA00,CATH20,superfamily,2.70.50.60,2,70,50,60,170
5ho0A02,CATH20,superfamily,2.40.128.10,2,40,128,10,101
5hocA00,CATH20,superfamily,4.10.170.10,4,10,170,10,50
5hp5A01,CATH20,superfamily,2.60.40.1860,2,60,40,1860,141
5hpsA01,CATH20,superfamily,3.30.2160.10,3,30,2160,10,74
5hqgA00,CATH20,superfamily,2.130.10.10,2,130,10,10,341
5hqhA00,CATH20,superfamily,2.170.120.30,2,170,120,30,109
5hqjA02,CATH20,superfamily,3.40.50.2300,3,40,50,2300,150
5hrgA01,CATH20,superfamily,3.30.460.10,3,30,460,10,109
5hv8A00,CATH20,superfamily,1.10.1200.10,1,10,1200,10,95
5hvdA02,CATH20,superfamily,1.10.287.70,1,10,287,70,160
5hvzB00,CATH20,superfamily,1.20.890.10,1,20,890,10,50
5hwaA02,CATH20,superfamily,1.20.141.10,1,20,141,10,111
5hx0A00,CATH20,superfamily,2.120.10.10,2,120,10,10,365
5hxgB00,CATH20,superfamily,1.10.4000.10,1,10,4000,10,69
5hxrA02,CATH20,superfamily,1.20.1420.30,1,20,1420,30,226
5hyhA00,CATH20,superfamily,1.10.620.20,1,10,620,20,317
5hzzC00,CATH20,superfamily,1.10.3420.10,1,10,3420,10,149
5i0cA00,CATH20,superfamily,3.40.630.30,3,40,630,30,93
5i0xB00,CATH20,superfamily,2.60.40.2480,2,60,40,2480,160
5i14A00,CATH20,superfamily,1.10.530.40,1,10,530,40,121
5i2cA01,CATH20,superfamily,3.30.2130.10,3,30,2130,10,145
5i2mA02,CATH20,superfamily,6.10.140.740,6,10,140,740,91
5i2yA00,CATH20,superfamily,2.40.50.960,2,40,50,960,161
5i47B03,CATH20,superfamily,3.30.470.20,3,30,470,20,104
5i4dA02,CATH20,superfamily,2.40.50.110,2,40,50,110,76
5i50B00,CATH20,superfamily,4.10.280.10,4,10,280,10,96
5i78A00,CATH20,superfamily,3.20.20.80,3,20,20,80,305
5i8tA00,CATH20,superfamily,2.60.120.10,2,60,120,10,179
5iaiA01,CATH20,superfamily,3.40.190.10,3,40,190,10,192
5ib0A00,CATH20,superfamily,3.40.630.30,3,40,630,30,137
5ibvA01,CATH20,superfamily,2.60.120.20,2,60,120,20,178
5ic0A03,CATH20,superfamily,1.20.1420.10,1,20,1420,10,165
5ic7A00,CATH20,superfamily,2.130.10.10,2,130,10,10,365
5icqA02,CATH20,superfamily,3.10.105.10,3,10,105,10,259
5icuA00,CATH20,superfamily,2.60.40.1220,2,60,40,1220,102
5idqB00,CATH20,superfamily,3.40.50.720,3,40,50,720,233
5ifpA05,CATH20,superfamily,2.60.120.260,2,60,120,260,176
5ig5B00,CATH20,superfamily,3.10.450.50,3,10,450,50,145
5ihbA02,CATH20,superfamily,2.60.40.10,2,60,40,10,99
5iheB01,CATH20,superfamily,3.60.21.50,3,60,21,50,324
5ihsA00,CATH20,superfamily,3.20.20.80,3,20,20,80,306
5ijiA01,CATH20,superfamily,1.10.8.500,1,10,8,500,57
5ijwA01,CATH20,superfamily,3.40.50.1860,3,40,50,1860,167
5ikyA01,CATH20,superfamily,3.20.20.70,3,20,20,70,337
5ilbA02,CATH20,superfamily,3.20.190.20,3,20,190,20,156
5im5A00,CATH20,superfamily,3.40.50.960,3,40,50,960,156
5imyA03,CATH20,superfamily,3.40.30.40,3,40,30,40,129
5in1A01,CATH20,superfamily,2.30.30.140,2,30,30,140,50
5intB00,CATH20,superfamily,3.40.50.10300,3,40,50,10300,220
5ipyA02,CATH20,superfamily,3.50.50.60,3,50,50,60,100
5iq6A01,CATH20,superfamily,3.30.70.2840,3,30,70,2840,99
5iqaA01,CATH20,superfamily,3.30.200.20,3,30,200,20,90
5iqlA00,CATH20,superfamily,2.60.40.1970,2,60,40,1970,133
5ir2A00,CATH20,superfamily,3.50.30.40,3,50,30,40,222
5iryA03,CATH20,superfamily,2.60.40.60,2,60,40,60,111
5is2A01,CATH20,superfamily,3.30.70.260,3,30,70,260,91
5itqA01,CATH20,superfamily,3.20.190.10,3,20,190,10,133
5iujB02,CATH20,superfamily,3.30.565.10,3,30,565,10,123
5iv8B00,CATH20,superfamily,3.30.160.150,3,30,160,150,155
5iwqA01,CATH20,superfamily,3.90.1150.10,3,90,1150,10,190
5iwuA01,CATH20,superfamily,3.30.200.20,3,30,200,20,93
5iz3A01,CATH20,superfamily,3.30.540.10,3,30,540,10,174
5iznA00,CATH20,superfamily,2.40.240.10,2,40,240,10,95
5j13A00,CATH20,superfamily,1.20.1250.90,1,20,1250,90,127
5j1dA02,CATH20,superfamily,3.40.190.10,3,40,190,10,149
5j1gA00,CATH20,superfamily,1.20.58.60,1,20,58,60,234
5j1hA01,CATH20,superfamily,1.20.58.1060,1,20,58,1060,189
5j3bA02,CATH20,superfamily,2.40.50.140,2,40,50,140,66
5j3bB03,CATH20,superfamily,2.40.50.140,2,40,50,140,58
5j47A01,CATH20,superfamily,1.10.10.510,1,10,10,510,100
