id,dataset,label_type,sccs,class,fold,superfamily,family,length
d2z6oa_,SCOPe-ALL,family,d.20.1.4,d,d.20,d.20.1,d.20.1.4,166
d2y9ma1,SCOPe-ALL,family,d.20.1.0,d,d.20,d.20.1,d.20.1.0,165
d6nydc_,SCOPe-ALL,family,d.20.1.0,d,d.20,d.20.1,d.20.1.0,176
d6nyoa_,SCOPe-ALL,family,d.20.1.0,d,d.20,d.20.1,d.20.1.0,188
d3fn1b_,SCOPe-ALL,family,d.20.1.0,d,d.20,d.20.1,d.20.1.0,160
d4y1lc1,SCOPe-ALL,family,d.20.1.0,d,d.20,d.20.1,d.20.1.0,112
d2ebma1,SCOPe-ALL,family,d.20.1.0,d,d.20,d.20.1,d.20.1.0,121
d4ds2a_,SCOPe-ALL,family,d.20.1.0,d,d.20,d.20.1,d.20.1.0,161
d2gkea1,SCOPe-ALL,family,d.21.1.1,d,d.21,d.21.1,d.21.1.1,130
d2gkea2,SCOPe-ALL,family,d.21.1.1,d,d.21,d.21.1,d.21.1.1,144
d3ejxa2,SCOPe-ALL,family,d.21.1.1,d,d.21,d.21.1,d.21.1.1,153
d3ejxd1,SCOPe-ALL,family,d.21.1.1,d,d.21,d.21.1,d.21.1.1,148
d1u0ka1,SCOPe-ALL,family,d.21.1.2,d,d.21,d.21.1,d.21.1.2,129
d1u0ka2,SCOPe-ALL,family,d.21.1.2,d,d.21,d.21.1,d.21.1.2,153
d1qy9a1,SCOPe-ALL,family,d.21.1.2,d,d.21,d.21.1,d.21.1.2,127
d1qy9a2,SCOPe-ALL,family,d.21.1.2,d,d.21,d.21.1,d.21.1.2,168
d1xuba1,SCOPe-ALL,family,d.21.1.2,d,d.21,d.21.1,d.21.1.2,128
d1xuba2,SCOPe-ALL,family,d.21.1.2,d,d.21,d.21.1,d.21.1.2,150
d4lb0a_,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,344
d4k7gb_,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,338
d3edna1,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,131
d3edna2,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,168
d4duna1,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,258
d6otva2,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,183
d3g7ka2,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,210
d6p3ha2,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,183
d4jbda_,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,308
d5k87a1,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,181
d5k87a2,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,212
d6r77a_,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,348
d1w61a1,SCOPe-ALL,family,d.21.1.0,d,d.21,d.21.1,d.21.1.0,352
d6l27a_,SCOPe-ALL,family,d.22.1.1,d,d.22,d.22.1,d.22.1.1,229
d1gl4a1,SCOPe-ALL,family,d.22.1.2,d,d.22,d.22.1,d.22.1.2,233
d3gb3a_,SCOPe-ALL,family,d.22.1.0,d,d.22,d.22.1,d.22.1.0,232
d6m9za_,SCOPe-ALL,family,d.22.1.0,d,d.22,d.22.1,d.22.1.0,221
d2c9ja_,SCOPe-ALL,family,d.22.1.0,d,d.22,d.22.1,d.22.1.0,216
d4q9wa1,SCOPe-ALL,family,d.22.1.0,d,d.22,d.22.1,d.22.1.0,215
d2g6ya_,SCOPe-ALL,family,d.22.1.0,d,d.22,d.22.1,d.22.1.0,216
d1c8za_,SCOPe-ALL,family,d.23.1.1,d,d.23,d.23.1,d.23.1.1,265
d2q4ma_,SCOPe-ALL,family,d.23.1.2,d,d.23,d.23.1,d.23.1.2,189
d1qvea1,SCOPe-ALL,family,d.24.1.1,d,d.24,d.24.1,d.24.1.1,122
d2hi2a_,SCOPe-ALL,family,d.24.1.1,d,d.24,d.24.1,d.24.1.1,158
d1x6za2,SCOPe-ALL,family,d.24.1.1,d,d.24,d.24.1,d.24.1.1,116
d3fhua_,SCOPe-ALL,family,d.24.1.1,d,d.24,d.24.1,d.24.1.1,150
d1oqva_,SCOPe-ALL,family,d.24.1.2,d,d.24,d.24.1,d.24.1.2,171
d1t92a1,SCOPe-ALL,family,d.24.1.3,d,d.24,d.24.1,d.24.1.3,107
d2gr7a1,SCOPe-ALL,family,d.24.1.4,d,d.24,d.24.1,d.24.1.4,101
d3ci0j1,SCOPe-ALL,family,d.24.1.5,d,d.24,d.24.1,d.24.1.5,154
d3cfib_,SCOPe-ALL,family,d.24.1.5,d,d.24,d.24.1,d.24.1.5,162
d3ci0k3,SCOPe-ALL,family,d.24.1.6,d,d.24,d.24.1,d.24.1.6,107
d3cfia_,SCOPe-ALL,family,d.24.1.7,d,d.24,d.24.1,d.24.1.7,78
d3ci0i1,SCOPe-ALL,family,d.24.1.7,d,d.24,d.24.1,d.24.1.7,84
d3soka_,SCOPe-ALL,family,d.24.1.0,d,d.24,d.24.1,d.24.1.0,151
d3njea_,SCOPe-ALL,family,d.24.1.0,d,d.24,d.24.1,d.24.1.0,166
d1p32a_,SCOPe-ALL,family,d.25.1.1,d,d.25,d.25.1,d.25.1.1,209
d1yqfa1,SCOPe-ALL,family,d.25.1.1,d,d.25,d.25.1,d.25.1.1,182
d3jv1a_,SCOPe-ALL,family,d.25.1.0,d,d.25,d.25.1,d.25.1.0,182
d5gpga1,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,116
d4laya2,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,115
d1fd9a_,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,204
d1jvwa_,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,160
d2itka2,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,113
d1jnsa_,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,92
d1q6ha_,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,210
d2pv1a_,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,103
d1w26a3,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,116
d1hxva_,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,85
d3ui4a1,SCOPe-ALL,family,d.26.1.1,d,d.26,d.26.1,d.26.1.1,96
d1grja2,SCOPe-ALL,family,d.26.1.2,d,d.26,d.26.1,d.26.1.2,79
d2f23a2,SCOPe-ALL,family,d.26.1.2,d,d.26,d.26.1,d.26.1.2,79
d1okga3,SCOPe-ALL,family,d.26.1.3,d,d.26,d.26.1,d.26.1.3,72
d2y78a1,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,113
d2kgja1,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,94
d3ey6a1,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,116
d4dipa1,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,120
d3b7xa_,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,125
d3pr9a_,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,150
d4jysa_,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,132
d3ni6a_,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,124
d5xb0a_,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,133
d4g2pa1,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,107
d2jzva1,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,106
d2f4ea_,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,131
d6gmpa_,SCOPe-ALL,family,d.26.1.0,d,d.26,d.26.1,d.26.1.0,118
d3eipa_,SCOPe-ALL,family,d.26.2.1,d,d.26,d.26.2,d.26.2.1,84
d1w9pa2,SCOPe-ALL,family,d.26.3.1,d,d.26,d.26.3,d.26.3.1,62
d1edqa3,SCOPe-ALL,family,d.26.3.1,d,d.26,d.26.3,d.26.3.1,73
d1itxa2,SCOPe-ALL,family,d.26.3.1,d,d.26,d.26.3,d.26.3.1,72
d1goia3,SCOPe-ALL,family,d.26.3.1,d,d.26,d.26.3,d.26.3.1,88
d1vf8a2,SCOPe-ALL,family,d.26.3.1,d,d.26,d.26.3,d.26.3.1,70
d1jnda2,SCOPe-ALL,family,d.26.3.1,d,d.26,d.26.3,d.26.3.1,92
d1kfwa2,SCOPe-ALL,family,d.26.3.1,d,d.26,d.26.3,d.26.3.1,61
d3bn0a1,SCOPe-ALL,family,d.27.1.1,d,d.27,d.27.1,d.27.1.1,101
d2qalp1,SCOPe-ALL,family,d.27.1.1,d,d.27,d.27.1,d.27.1.1,82
d1fjgp_,SCOPe-ALL,family,d.27.1.1,d,d.27,d.27.1,d.27.1.1,83
d1fjgs_,SCOPe-ALL,family,d.28.1.1,d,d.28,d.28.1,d.28.1.1,84
d1vq8x1,SCOPe-ALL,family,d.29.1.1,d,d.29,d.29.1,d.29.1.1,82
d1b33n_,SCOPe-ALL,family,d.30.1.1,d,d.30,d.30.1,d.30.1.1,67
d1cr5a2,SCOPe-ALL,family,d.31.1.1,d,d.31,d.31.1,d.31.1.1,103
d1qcsa2,SCOPe-ALL,family,d.31.1.1,d,d.31,d.31.1,d.31.1.1,116
d1cz4a2,SCOPe-ALL,family,d.31.1.1,d,d.31,d.31.1,d.31.1.1,94
d3qq8a2,SCOPe-ALL,family,d.31.1.1,d,d.31,d.31.1,d.31.1.1,80
d1wlfa1,SCOPe-ALL,family,d.31.1.1,d,d.31,d.31.1,d.31.1.1,80
d1fa8a_,SCOPe-ALL,family,d.32.1.1,d,d.32,d.32.1,d.32.1.1,135
d3vw9a_,SCOPe-ALL,family,d.32.1.1,d,d.32,d.32.1,d.32.1.1,176
d1ecsa_,SCOPe-ALL,family,d.32.1.2,d,d.32,d.32.1,d.32.1.2,120
d1xrka_,SCOPe-ALL,family,d.32.1.2,d,d.32,d.32.1,d.32.1.2,120
d1nkia_,SCOPe-ALL,family,d.32.1.2,d,d.32,d.32.1,d.32.1.2,134
d2i7ra1,SCOPe-ALL,family,d.32.1.2,d,d.32,d.32.1,d.32.1.2,115
d1xqaa1,SCOPe-ALL,family,d.32.1.2,d,d.32,d.32.1,d.32.1.2,112
d1klla_,SCOPe-ALL,family,d.32.1.2,d,d.32,d.32.1,d.32.1.2,128
d2pjsa1,SCOPe-ALL,family,d.32.1.2,d,d.32,d.32.1,d.32.1.2,111
d2p7oa_,SCOPe-ALL,family,d.32.1.2,d,d.32,d.32.1,d.32.1.2,132
d1kw3b1,SCOPe-ALL,family,d.32.1.3,d,d.32,d.32.1,d.32.1.3,132
d1kw3b2,SCOPe-ALL,family,d.32.1.3,d,d.32,d.32.1,d.32.1.3,156
d3isqa1,SCOPe-ALL,family,d.32.1.3,d,d.32,d.32.1,d.32.1.3,166
d1cjxa1,SCOPe-ALL,family,d.32.1.3,d,d.32,d.32.1,d.32.1.3,150
d1cjxa2,SCOPe-ALL,family,d.32.1.3,d,d.32,d.32.1,d.32.1.3,203
d6lgta1,SCOPe-ALL,family,d.32.1.3,d,d.32,d.32.1,d.32.1.3,198
d6lgta2,SCOPe-ALL,family,d.32.1.3,d,d.32,d.32.1,d.32.1.3,205
d4ghga1,SCOPe-ALL,family,d.32.1.3,d,d.32,d.32.1,d.32.1.3,145
d4ghga2,SCOPe-ALL,family,d.32.1.3,d,d.32,d.32.1,d.32.1.3,211
d1k4na1,SCOPe-ALL,family,d.32.1.5,d,d.32,d.32.1,d.32.1.5,186
d1ss4a1,SCOPe-ALL,family,d.32.1.6,d,d.32,d.32.1,d.32.1.6,148
d1tsja_,SCOPe-ALL,family,d.32.1.7,d,d.32,d.32.1,d.32.1.7,129
d1u6la1,SCOPe-ALL,family,d.32.1.7,d,d.32,d.32.1,d.32.1.7,135
d1u7ia1,SCOPe-ALL,family,d.32.1.7,d,d.32,d.32.1,d.32.1.7,132
d1u69a_,SCOPe-ALL,family,d.32.1.7,d,d.32,d.32.1,d.32.1.7,156
d1twua_,SCOPe-ALL,family,d.32.1.8,d,d.32,d.32.1,d.32.1.8,137
d2q48a_,SCOPe-ALL,family,d.32.1.9,d,d.32,d.32.1,d.32.1.9,135
d1zswa1,SCOPe-ALL,family,d.32.1.10,d,d.32,d.32.1,d.32.1.10,144
d1zswa2,SCOPe-ALL,family,d.32.1.10,d,d.32,d.32.1,d.32.1.10,170
d3oa4a1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,135
d3hdpa_,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,132
d5zsxa1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,142
d3rmua1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,132
d2zyqa1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,131
d6p29a1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,132
d3hpya1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,145
d3hpya2,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,143
d2ehza1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,134
d2ehza2,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,165
d4naza1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,138
d3l20a1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,148
d6wfia_,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,144
d3gm5a1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,150
d3fcda1,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,121
d2rk9a_,SCOPe-ALL,family,d.32.1.0,d,d.32,d.32.1,d.32.1.0,132
d1fx3a_,SCOPe-ALL,family,d.33.1.1,d,d.33,d.33.1,d.33.1.1,143
d2hnga1,SCOPe-ALL,family,d.33.1.2,d,d.33,d.33.1,d.33.1.2,124
d1bm8a_,SCOPe-ALL,family,d.34.1.1,d,d.34,d.34.1,d.34.1.1,99
d1dk0a_,SCOPe-ALL,family,d.35.1.1,d,d.35,d.35.1,d.35.1.1,173
d4jera_,SCOPe-ALL,family,d.35.1.0,d,d.35,d.35.1,d.35.1.0,183
d4doia_,SCOPe-ALL,family,d.36.1.0,d,d.36,d.36.1,d.36.1.0,221
d2v8qe2,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,159
d2j9la1,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,169
d2d4za3,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,161
d1pbja3,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,120
d1y5ha3,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,123
d1pvma4,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,142
d1vr9a3,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,121
d1o50a3,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,145
d2o16a3,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,139
d2ouxa2,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,127
d2nyca1,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,140
d1b3ob4,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,120
d1zfja4,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,126
d2rc3a1,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,127
d2riha_,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,131
d2yzia1,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,132
d2yzqa1,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,156
d2yzqa2,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,122
d3ddja1,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,141
d3ddja2,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,135
d2ef7a1,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,127
d2qrde1,SCOPe-ALL,family,d.37.1.1,d,d.37,d.37.1,d.37.1.1,179
d3fhma1,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,130
d3fv6a_,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,145
d6yj9a_,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,143
d2uv4a1,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,143
d5ks7a_,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,123
d3kpba_,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,119
d2p9ma_,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,133
d4o9ka_,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,130
d3ctua1,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,143
d3sl7a1,SCOPe-ALL,family,d.37.1.0,d,d.37,d.37.1,d.37.1.0,157
d1lo7a_,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,140
d1vpma_,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,155
d2oiwa1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,131
d2oafa1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,143
d2nuja1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,159
d3qy3a1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,130
d2hx5a1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,144
d2hlja1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,156
d2gf6a1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,134
d1njka1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,132
d1s5ua_,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,129
d2o5ua2,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,143
d2gvha1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,135
d2gvha2,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,116
d1z54a1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,132
d2cyea1,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,132
d3bjka_,SCOPe-ALL,family,d.38.1.1,d,d.38,d.38.1,d.38.1.1,140
d3q62a1,SCOPe-ALL,family,d.38.1.2,d,d.38,d.38.1,d.38.1.2,169
d1tbua1,SCOPe-ALL,family,d.38.1.3,d,d.38,d.38.1,d.38.1.3,104
d1c8ua1,SCOPe-ALL,family,d.38.1.3,d,d.38,d.38.1,d.38.1.3,114
d1c8ua2,SCOPe-ALL,family,d.38.1.3,d,d.38,d.38.1,d.38.1.3,171
d1iq6a_,SCOPe-ALL,family,d.38.1.4,d,d.38,d.38.1,d.38.1.4,132
d1s9ca2,SCOPe-ALL,family,d.38.1.4,d,d.38,d.38.1,d.38.1.4,154
d1pn2a1,SCOPe-ALL,family,d.38.1.4,d,d.38,d.38.1,d.38.1.4,148
d1pn2a2,SCOPe-ALL,family,d.38.1.4,d,d.38,d.38.1,d.38.1.4,124
d2b3na_,SCOPe-ALL,family,d.38.1.4,d,d.38,d.38.1,d.38.1.4,155
d2c2ia1,SCOPe-ALL,family,d.38.1.4,d,d.38,d.38.1,d.38.1.4,149
d2bi0a1,SCOPe-ALL,family,d.38.1.4,d,d.38,d.38.1,d.38.1.4,178
d2bi0a2,SCOPe-ALL,family,d.38.1.4,d,d.38,d.38.1,d.38.1.4,152
d1q6wa_,SCOPe-ALL,family,d.38.1.4,d,d.38,d.38.1,d.38.1.4,151
d2hboa1,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,142
d1yoca1,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,145
d1sh8a1,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,150
d1zkia1,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,126
d1ixla_,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,130
d2ov9a1,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,203
d1vh5a1,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,135
d2fs2a1,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,130
d1t82a_,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,143
d3r32a_,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,141
d3f5oa_,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,138
d1wlua_,SCOPe-ALL,family,d.38.1.5,d,d.38,d.38.1,d.38.1.5,117
d2cwza1,SCOPe-ALL,family,d.38.1.7,d,d.38,d.38.1,d.38.1.7,138
d2q78a1,SCOPe-ALL,family,d.38.1.7,d,d.38,d.38.1,d.38.1.7,130
d2essa1,SCOPe-ALL,family,d.38.1.8,d,d.38,d.38.1,d.38.1.8,149
d2essa2,SCOPe-ALL,family,d.38.1.8,d,d.38,d.38.1,d.38.1.8,98
d2owna1,SCOPe-ALL,family,d.38.1.8,d,d.38,d.38.1,d.38.1.8,147
d2owna2,SCOPe-ALL,family,d.38.1.8,d,d.38,d.38.1,d.38.1.8,109
d2vz8a7,SCOPe-ALL,family,d.38.1.9,d,d.38,d.38.1,d.38.1.9,122
d2vz8a8,SCOPe-ALL,family,d.38.1.9,d,d.38,d.38.1,d.38.1.9,132
d2egra_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,126
d5wh9a_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,130
d3hm0a_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,126
d3e29a_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,134
d3dkza_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,125
d3lmba_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,164
d3ck1a1,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,142
d2pzha1,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,132
d4moca1,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,147
d4moca2,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,125
d5byud_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,103
d2w3xb_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,145
d2v1oa_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,149
d2q2ba_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,150
d3s4ka_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,126
d3khpc1,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,139
d5szva_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,147
d3r87a_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,132
d3e8pa_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,153
d2qwza1,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,138
d4ffua1,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,148
d4a0yb_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,118
d5eo4a_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,155
d3lbea_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,122
d4k00a_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,137
d3hdua_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,152
d5buwa_,SCOPe-ALL,family,d.38.1.0,d,d.38,d.38.1,d.38.1.0,144
d7k3ka_,SCOPe-ALL,family,d.39.1.1,d,d.39,d.39.1,d.39.1.1,88
d1csei_,SCOPe-ALL,family,d.40.1.1,d,d.40,d.40.1,d.40.1.1,63
d1vbwa_,SCOPe-ALL,family,d.40.1.1,d,d.40,d.40.1,d.40.1.1,68
d1a1yi_,SCOPe-ALL,family,d.40.1.1,d,d.40,d.40.1,d.40.1.1,63
d1rm6a1,SCOPe-ALL,family,d.41.1.1,d,d.41,d.41.1,d.41.1.1,125
d1n62b1,SCOPe-ALL,family,d.41.1.1,d,d.41,d.41.1,d.41.1.1,141
d1t3qb1,SCOPe-ALL,family,d.41.1.1,d,d.41,d.41.1,d.41.1.1,165
d2w3sb1,SCOPe-ALL,family,d.41.1.1,d,d.41,d.41.1,d.41.1.1,122
d3nvvc1,SCOPe-ALL,family,d.41.1.0,d,d.41,d.41.1,d.41.1.0,124
d1hlra7,SCOPe-ALL,family,d.41.1.0,d,d.41,d.41.1,d.41.1.0,117
d2i1oa1,SCOPe-ALL,family,d.41.2.1,d,d.41,d.41.2,d.41.2.1,119
d4mzya1,SCOPe-ALL,family,d.41.2.1,d,d.41,d.41.2,d.41.2.1,138
d1qpoa2,SCOPe-ALL,family,d.41.2.1,d,d.41,d.41.2,d.41.2.1,115
d1o4ua2,SCOPe-ALL,family,d.41.2.1,d,d.41,d.41.2,d.41.2.1,103
d1ybea2,SCOPe-ALL,family,d.41.2.2,d,d.41,d.41.2,d.41.2.2,160
d1vlpa1,SCOPe-ALL,family,d.41.2.2,d,d.41,d.41.2,d.41.2.2,149
d2im5a1,SCOPe-ALL,family,d.41.2.2,d,d.41,d.41.2,d.41.2.2,135
d1yira2,SCOPe-ALL,family,d.41.2.2,d,d.41,d.41.2,d.41.2.2,141
d3l0ga1,SCOPe-ALL,family,d.41.2.0,d,d.41,d.41.2,d.41.2.0,105
