id,dataset,label_type,family,length
d3llxa2,SCOPe-5K,family,3llx,238
d4phtx2,SCOPe-5K,family,4pht,90
d1rypd_,SCOPe-5K,family,1ryp,241
d2tnfa_,SCOPe-5K,family,2tnf,148
d2hs1a_,SCOPe-5K,family,2hs1,99
d1z2aa_,SCOPe-5K,family,1z2a,164
d4pf4a1,SCOPe-5K,family,4pf4,277
d1xnea_,SCOPe-5K,family,1xne,113
d1l1oc_,SCOPe-5K,family,1l1o,178
d1sumb_,SCOPe-5K,family,1sum,225
d1y63a_,SCOPe-5K,family,1y63,174
d3fm8a_,SCOPe-5K,family,3fm8,98
d3sjma_,SCOPe-5K,family,3sjm,55
d1ldfa_,SCOPe-5K,family,1ldf,254
d1xsva_,SCOPe-5K,family,1xsv,106
d1je5a_,SCOPe-5K,family,1je5,197
d2pe8a1,SCOPe-5K,family,2pe8,101
d2c8ua1,SCOPe-5K,family,2c8u,121
d7cb9a_,SCOPe-5K,family,7cb9,466
d1hfia_,SCOPe-5K,family,1hfi,62
d4s1ha1,SCOPe-5K,family,4s1h,279
d6r5ha_,SCOPe-5K,family,6r5h,350
d4q9aa_,SCOPe-5K,family,4q9a,219
d1wjra1,SCOPe-5K,family,1wjr,114
d1o80a_,SCOPe-5K,family,1o80,75
d1y12a1,SCOPe-5K,family,1y12,161
d1xc2a3,SCOPe-5K,family,1xc2,152
d1xc2a4,SCOPe-5K,family,1xc2,111
d3edha_,SCOPe-5K,family,3edh,201
d1a7ja_,SCOPe-5K,family,1a7j,288
d2vhja_,SCOPe-5K,family,2vhj,300
d6hrda1,SCOPe-5K,family,6hrd,187
d1z3eb1,SCOPe-5K,family,1z3e,67
d1z3ea1,SCOPe-5K,family,1z3e,114
d1s5ua_,SCOPe-5K,family,1s5u,129
d1ny5a1,SCOPe-5K,family,1ny5,137
d1r5la2,SCOPe-5K,family,1r5l,185
d1r5la1,SCOPe-5K,family,1r5l,66
d3iam6_,SCOPe-5K,family,3iam,161
d3iam32,SCOPe-5K,family,3iam,151
d3iam9_,SCOPe-5K,family,3iam,154
d3iam34,SCOPe-5K,family,3iam,92
d3iam7_,SCOPe-5K,family,3iam,127
d3iam31,SCOPe-5K,family,3iam,95
d3iam33,SCOPe-5K,family,3iam,439
d3iam5_,SCOPe-5K,family,3iam,196
d3iam2_,SCOPe-5K,family,3iam,179
d3iam13,SCOPe-5K,family,3iam,105
d1vz6a_,SCOPe-5K,family,1vz6,383
d1saua_,SCOPe-5K,family,1sau,114
d6egea_,SCOPe-5K,family,6ege,295
d2im8a_,SCOPe-5K,family,2im8,123
d1v70a_,SCOPe-5K,family,1v70,105
d1ulya_,SCOPe-5K,family,1uly,190
d2o6qa_,SCOPe-5K,family,2o6q,270
d2v84a_,SCOPe-5K,family,2v84,319
d3vk0a_,SCOPe-5K,family,3vk0,89
d6z3ub_,SCOPe-5K,family,6z3u,322
d3dvwa_,SCOPe-5K,family,3dvw,191
d1hf2a2,SCOPe-5K,family,1hf2,99
d1hf2a1,SCOPe-5K,family,1hf2,107
d5u4oa_,SCOPe-5K,family,5u4o,480
d3lf5a_,SCOPe-5K,family,3lf5,87
d3ld9b1,SCOPe-5K,family,3ld9,201
d1v6ea1,SCOPe-5K,family,1v6e,82
d4hnoa1,SCOPe-5K,family,4hno,284
d4sgbi_,SCOPe-5K,family,4sgb,51
d1ilwa_,SCOPe-5K,family,1ilw,179
d3l6ba_,SCOPe-5K,family,3l6b,327
d5zs3a_,SCOPe-5K,family,5zs3,113
d7kr0a_,SCOPe-5K,family,7kr0,169
d1nkoa_,SCOPe-5K,family,1nko,127
d1qypa1,SCOPe-5K,family,1qyp,53
d1tlta1,SCOPe-5K,family,1tlt,165
d1tlta2,SCOPe-5K,family,1tlt,140
d2p8ba2,SCOPe-5K,family,2p8b,244
d2p8ba1,SCOPe-5K,family,2p8b,125
d1mzpa1,SCOPe-5K,family,1mzp,216
d1g8pa_,SCOPe-5K,family,1g8p,333
d1tkia_,SCOPe-5K,family,1tki,321
d3pr9a_,SCOPe-5K,family,3pr9,150
d2fxaa1,SCOPe-5K,family,2fxa,162
d3b0ga4,SCOPe-5K,family,3b0g,126
d3b0ga3,SCOPe-5K,family,3b0g,84
d3b0ga1,SCOPe-5K,family,3b0g,157
d3b0ga2,SCOPe-5K,family,3b0g,171
d1g41a_,SCOPe-5K,family,1g41,443
d3syba_,SCOPe-5K,family,3syb,452
d1gcqc1,SCOPe-5K,family,1gcq,65
d3l81a_,SCOPe-5K,family,3l81,269
d2j73a_,SCOPe-5K,family,2j73,103
d2iela1,SCOPe-5K,family,2iel,134
d1y0pa1,SCOPe-5K,family,1y0p,102
d1y0pa3,SCOPe-5K,family,1y0p,146
d1y0pa2,SCOPe-5K,family,1y0p,321
d2kcra_,SCOPe-5K,family,2kcr,61
d2wp8b1,SCOPe-5K,family,2wp8,150
d2wp8b2,SCOPe-5K,family,2wp8,87
d2p7sa_,SCOPe-5K,family,2p7s,110
d7ng2a1,SCOPe-5K,family,7ng2,156
d4dlla1,SCOPe-5K,family,4dll,162
d4dlla2,SCOPe-5K,family,4dll,126
d1hkva2,SCOPe-5K,family,1hkv,265
d1hkva1,SCOPe-5K,family,1hkv,182
d2zlza_,SCOPe-5K,family,2zlz,296
d1jaya_,SCOPe-5K,family,1jay,212
d4gi7a_,SCOPe-5K,family,4gi7,309
d2nrac2,SCOPe-5K,family,2nra,117
d2nrac1,SCOPe-5K,family,2nra,143
d1p6xa1,SCOPe-5K,family,1p6x,330
d1sota1,SCOPe-5K,family,1sot,99
d1yhfa1,SCOPe-5K,family,1yhf,112
d1u3em2,SCOPe-5K,family,1u3e,69
d1u3em1,SCOPe-5K,family,1u3e,105
d1kwaa_,SCOPe-5K,family,1kwa,88
d1th7a1,SCOPe-5K,family,1th7,76
d5ym6a_,SCOPe-5K,family,5ym6,105
d5h02a_,SCOPe-5K,family,5h02,252
d2o90a_,SCOPe-5K,family,2o90,115
d3hz4a_,SCOPe-5K,family,3hz4,120
d1mdca_,SCOPe-5K,family,1mdc,131
d2i5ia1,SCOPe-5K,family,2i5i,261
d2d7pa1,SCOPe-5K,family,2d7p,99
d2nqwa1,SCOPe-5K,family,2nqw,87
d1t6na_,SCOPe-5K,family,1t6n,207
d2c3fa1,SCOPe-5K,family,2c3f,330
d1u5ea1,SCOPe-5K,family,1u5e,209
d1ngvb_,SCOPe-5K,family,1ngv,430
d1jiga_,SCOPe-5K,family,1jig,146
d1dcea3,SCOPe-5K,family,1dce,124
d1dcea1,SCOPe-5K,family,1dce,335
d1dceb_,SCOPe-5K,family,1dce,329
d1dcea2,SCOPe-5K,family,1dce,109
d3epra1,SCOPe-5K,family,3epr,255
d1whra1,SCOPe-5K,family,1whr,111
d5kycb_,SCOPe-5K,family,5kyc,340
d5ep2a1,SCOPe-5K,family,5ep2,247
d2yvta1,SCOPe-5K,family,2yvt,257
d3njea_,SCOPe-5K,family,3nje,166
d2a9ga1,SCOPe-5K,family,2a9g,412
d2nlva1,SCOPe-5K,family,2nlv,111
d2q58a_,SCOPe-5K,family,2q58,335
d6ovpa_,SCOPe-5K,family,6ovp,118
d3im6a_,SCOPe-5K,family,3im6,206
d4jfca_,SCOPe-5K,family,4jfc,257
d2py5a1,SCOPe-5K,family,2py5,183
d2py5a2,SCOPe-5K,family,2py5,388
d2cdqa1,SCOPe-5K,family,2cdq,304
d2cdqa2,SCOPe-5K,family,2cdq,91
d2cdqa3,SCOPe-5K,family,2cdq,75
d1jm1a_,SCOPe-5K,family,1jm1,202
d2xuta_,SCOPe-5K,family,2xut,488
d1srqa_,SCOPe-5K,family,1srq,336
d6gg9a1,SCOPe-5K,family,6gg9,132
d2mioa1,SCOPe-5K,family,2mio,59
d1e44b_,SCOPe-5K,family,1e44,96
d3cq5a_,SCOPe-5K,family,3cq5,364
d2hk8a2,SCOPe-5K,family,2hk8,161
d1rdua_,SCOPe-5K,family,1rdu,116
d4f0ba1,SCOPe-5K,family,4f0b,96
d1btna_,SCOPe-5K,family,1btn,106
d7bfka_,SCOPe-5K,family,7bfk,125
d3k3pa1,SCOPe-5K,family,3k3p,124
d4jyla1,SCOPe-5K,family,4jyl,243
d4kjfa_,SCOPe-5K,family,4kjf,106
d2fo1e1,SCOPe-5K,family,2fo1,277
d2fo1d1,SCOPe-5K,family,2fo1,63
d2qwob_,SCOPe-5K,family,2qwo,92
d1nj1a2,SCOPe-5K,family,1nj1,71
d2x63a_,SCOPe-5K,family,2x63,258
d4htga2,SCOPe-5K,family,4htg,80
d4htga1,SCOPe-5K,family,4htg,222
d6g62a1,SCOPe-5K,family,6g62,112
d1itha_,SCOPe-5K,family,1ith,141
d6xlra3,SCOPe-5K,family,6xlr,102
d6xlra1,SCOPe-5K,family,6xlr,150
d6xlra2,SCOPe-5K,family,6xlr,387
d6hgoa_,SCOPe-5K,family,6hgo,126
d1t4oa_,SCOPe-5K,family,1t4o,81
d5vg0a_,SCOPe-5K,family,5vg0,142
d2wq7a2,SCOPe-5K,family,2wq7,294
d2wq7a1,SCOPe-5K,family,2wq7,214
d1pxza_,SCOPe-5K,family,1pxz,346
d6b1pa2,SCOPe-5K,family,6b1p,163
d1dg6a_,SCOPe-5K,family,1dg6,162
d2a1ka_,SCOPe-5K,family,2a1k,215
d1vgja_,SCOPe-5K,family,1vgj,184
d2x6ta_,SCOPe-5K,family,2x6t,307
d1h0hb_,SCOPe-5K,family,1h0h,214
d3k2za2,SCOPe-5K,family,3k2z,126
d3k2za1,SCOPe-5K,family,3k2z,69
d1tbua1,SCOPe-5K,family,1tbu,104
d5ffxa_,SCOPe-5K,family,5ffx,138
d3agxa2,SCOPe-5K,family,3agx,95
d2hsza1,SCOPe-5K,family,2hsz,224
d5eria1,SCOPe-5K,family,5eri,147
d1qhua1,SCOPe-5K,family,1qhu,192
d1u5ua_,SCOPe-5K,family,1u5u,366
d3k2ja1,SCOPe-5K,family,3k2j,107
d1u2za_,SCOPe-5K,family,1u2z,406
d1i8ua_,SCOPe-5K,family,1i8u,189
d3bb9a1,SCOPe-5K,family,3bb9,121
d2rdxa1,SCOPe-5K,family,2rdx,126
d3orka1,SCOPe-5K,family,3ork,290
d3cswa1,SCOPe-5K,family,3csw,273
d4csrb_,SCOPe-5K,family,4csr,82
d3zqxa1,SCOPe-5K,family,3zqx,145
d1ub3a_,SCOPe-5K,family,1ub3,211
d1fiua_,SCOPe-5K,family,1fiu,286
d4h27a_,SCOPe-5K,family,4h27,318
d1v86a1,SCOPe-5K,family,1v86,82
d2j67a_,SCOPe-5K,family,2j67,149
d1u07a_,SCOPe-5K,family,1u07,90
d3a77a_,SCOPe-5K,family,3a77,239
d2blna2,SCOPe-5K,family,2bln,203
d2blna1,SCOPe-5K,family,2bln,101
d2cdna2,SCOPe-5K,family,2cdn,181
d5icma1,SCOPe-5K,family,5icm,252
d2f5tx1,SCOPe-5K,family,2f5t,92
d2f5tx2,SCOPe-5K,family,2f5t,137
d1mija_,SCOPe-5K,family,1mij,152
d6mdha1,SCOPe-5K,family,6mdh,69
d1eara2,SCOPe-5K,family,1ear,68
d1eara1,SCOPe-5K,family,1ear,74
d2o39c2,SCOPe-5K,family,2o39,64
d2o39c1,SCOPe-5K,family,2o39,62
d4p7xa1,SCOPe-5K,family,4p7x,279
d4l6ra2,SCOPe-5K,family,4l6r,307
d3op6a_,SCOPe-5K,family,3op6,151
d2cmga_,SCOPe-5K,family,2cmg,262
d1oeda_,SCOPe-5K,family,1oed,227
d1oedc_,SCOPe-5K,family,1oed,260
d1yi8a_,SCOPe-5K,family,1yi8,331
d3s4ea1,SCOPe-5K,family,3s4e,142
d2vo8a1,SCOPe-5K,family,2vo8,136
d1t0fa1,SCOPe-5K,family,1t0f,100
d1t0fa2,SCOPe-5K,family,1t0f,162
d3p7ma2,SCOPe-5K,family,3p7m,173
d1yu0a1,SCOPe-5K,family,1yu0,166
d1yu0a2,SCOPe-5K,family,1yu0,210
d3jzja_,SCOPe-5K,family,3jzj,388
d7apea_,SCOPe-5K,family,7ape,435
d6th2a1,SCOPe-5K,family,6th2,227
d1y9za_,SCOPe-5K,family,1y9z,435
d6erda1,SCOPe-5K,family,6erd,168
d5aoha_,SCOPe-5K,family,5aoh,265
d3rrca1,SCOPe-5K,family,3rrc,298
d1dzfa1,SCOPe-5K,family,1dzf,139
d1dzfa2,SCOPe-5K,family,1dzf,72
d1zxqa2,SCOPe-5K,family,1zxq,86
d2frha2,SCOPe-5K,family,2frh,123
d3f1pb_,SCOPe-5K,family,3f1p,111
d4mgga2,SCOPe-5K,family,4mgg,240
d2v94a1,SCOPe-5K,family,2v94,93
d1jtgb_,SCOPe-5K,family,1jtg,165
d2qpza_,SCOPe-5K,family,2qpz,103
d3pxva_,SCOPe-5K,family,3pxv,188
d2hl0a_,SCOPe-5K,family,2hl0,143
d6vvga_,SCOPe-5K,family,6vvg,277
d3mxta1,SCOPe-5K,family,3mxt,282
d3of4a_,SCOPe-5K,family,3of4,208
d7csna1,SCOPe-5K,family,7csn,193
d2i4ra1,SCOPe-5K,family,2i4r,76
d6yira2,SCOPe-5K,family,6yir,60
d6yira3,SCOPe-5K,family,6yir,70
d6sa5a1,SCOPe-5K,family,6sa5,105
d1d8ka_,SCOPe-5K,family,1d8k,81
d2q01a_,SCOPe-5K,family,2q01,479
d2q4ha1,SCOPe-5K,family,2q4h,173
d2q4ha2,SCOPe-5K,family,2q4h,156
d1bifa1,SCOPe-5K,family,1bif,213
d1bifa2,SCOPe-5K,family,1bif,219
d3claa_,SCOPe-5K,family,3cla,213
d2d8da1,SCOPe-5K,family,2d8d,80
d3alua_,SCOPe-5K,family,3alu,157
d6otva2,SCOPe-5K,family,6otv,183
d1z0sa_,SCOPe-5K,family,1z0s,249
d1svia_,SCOPe-5K,family,1svi,195
d1pgua1,SCOPe-5K,family,1pgu,325
d1pgua2,SCOPe-5K,family,1pgu,287
d1rw1a_,SCOPe-5K,family,1rw1,114
d6g77a_,SCOPe-5K,family,6g77,299
d1jf8a_,SCOPe-5K,family,1jf8,130
d6krwa_,SCOPe-5K,family,6krw,306
d4enea_,SCOPe-5K,family,4ene,444
d1m4ja_,SCOPe-5K,family,1m4j,133
d2doea1,SCOPe-5K,family,2doe,70
d2etja1,SCOPe-5K,family,2etj,221
d2g3aa1,SCOPe-5K,family,2g3a,137
d4n91a_,SCOPe-5K,family,4n91,308
d2dw4a2,SCOPe-5K,family,2dw4,450
d2dw4a3,SCOPe-5K,family,2dw4,109
d2dw4a1,SCOPe-5K,family,2dw4,102
d1p6oa_,SCOPe-5K,family,1p6o,156
d4hlca_,SCOPe-5K,family,4hlc,202
d6xxja_,SCOPe-5K,family,6xxj,356
d2coda1,SCOPe-5K,family,2cod,102
d1ya0a1,SCOPe-5K,family,1ya0,497
d1r2qa_,SCOPe-5K,family,1r2q,170
d2iu4a1,SCOPe-5K,family,2iu4,321
d2eifa2,SCOPe-5K,family,2eif,59
d1i4ta_,SCOPe-5K,family,1i4t,195
d1wiha1,SCOPe-5K,family,1wih,71
d5m0yb2,SCOPe-5K,family,5m0y,62
d5m0yb1,SCOPe-5K,family,5m0y,95
d2bcoa1,SCOPe-5K,family,2bco,339
d6f4ja_,SCOPe-5K,family,6f4j,175
d6f4jc_,SCOPe-5K,family,6f4j,92
d1yc5a1,SCOPe-5K,family,1yc5,245
d1fxla1,SCOPe-5K,family,1fxl,82
d1fxla2,SCOPe-5K,family,1fxl,85
d1zgka1,SCOPe-5K,family,1zgk,288
d6yd4a2,SCOPe-5K,family,6yd4,132
d6yd4a1,SCOPe-5K,family,6yd4,334
d2d9qb1,SCOPe-5K,family,2d9q,94
d1ydxa2,SCOPe-5K,family,1ydx,181
d1ydxa1,SCOPe-5K,family,1ydx,193
d2ylna_,SCOPe-5K,family,2yln,240
d3boda1,SCOPe-5K,family,3bod,173
d4w8ga_,SCOPe-5K,family,4w8g,125
d3gl9a_,SCOPe-5K,family,3gl9,120
d2nuha_,SCOPe-5K,family,2nuh,104
d2z1ea1,SCOPe-5K,family,2z1e,113
d2z1ea2,SCOPe-5K,family,2z1e,179
d1wema1,SCOPe-5K,family,1wem,63
d1sr8a_,SCOPe-5K,family,1sr8,282
d1w41a1,SCOPe-5K,family,1w41,99
d1gwea_,SCOPe-5K,family,1gwe,498
d2mq0a1,SCOPe-5K,family,2mq0,91
d1ftpa_,SCOPe-5K,family,1ftp,133
d1gq6a_,SCOPe-5K,family,1gq6,301
d2rc5a2,SCOPe-5K,family,2rc5,156
d2rc5a1,SCOPe-5K,family,2rc5,152
d2gz4a1,SCOPe-5K,family,2gz4,200
d4rw0a1,SCOPe-5K,family,4rw0,182
d6fcta_,SCOPe-5K,family,6fct,209
d1ghja_,SCOPe-5K,family,1ghj,79
d1qvra1,SCOPe-5K,family,1qvr,145
d1gl4b_,SCOPe-5K,family,1gl4,89
d1gl4a1,SCOPe-5K,family,1gl4,233
d2dtge2,SCOPe-5K,family,2dtg,196
d1gh2a_,SCOPe-5K,family,1gh2,107
d2fvva1,SCOPe-5K,family,2fvv,135
d1r57a1,SCOPe-5K,family,1r57,94
d2qn6b_,SCOPe-5K,family,2qn6,90
d1kcma_,SCOPe-5K,family,1kcm,256
d3bwga2,SCOPe-5K,family,3bwg,145
d3bwga1,SCOPe-5K,family,3bwg,78
d7c2aa_,SCOPe-5K,family,7c2a,190
d3edea3,SCOPe-5K,family,3ede,82
d3edea1,SCOPe-5K,family,3ede,93
d3edea2,SCOPe-5K,family,3ede,422
d4wsbc6,SCOPe-5K,family,4wsb,247
d3lv0a_,SCOPe-5K,family,3lv0,260
d1a1va1,SCOPe-5K,family,1a1v,136
d1a1va2,SCOPe-5K,family,1a1v,299
d1snya1,SCOPe-5K,family,1sny,247
d5mola2,SCOPe-5K,family,5mol,108
d5mola3,SCOPe-5K,family,5mol,106
d1igna1,SCOPe-5K,family,1ign,86
d1igna2,SCOPe-5K,family,1ign,149
d5azpa_,SCOPe-5K,family,5azp,446
d2k5wa1,SCOPe-5K,family,2k5w,108
d6mf9a_,SCOPe-5K,family,6mf9,126
d3gp9a1,SCOPe-5K,family,3gp9,130
d1vkwa1,SCOPe-5K,family,1vkw,206
d1twya_,SCOPe-5K,family,1twy,249
d3ghxa_,SCOPe-5K,family,3ghx,176
d1m8aa_,SCOPe-5K,family,1m8a,61
d1ocya_,SCOPe-5K,family,1ocy,198
d1ktha_,SCOPe-5K,family,1kth,58
d6guwa_,SCOPe-5K,family,6guw,125
d4kefa1,SCOPe-5K,family,4kef,138
d6ycma_,SCOPe-5K,family,6ycm,402
d4i8ha_,SCOPe-5K,family,4i8h,223
d1h3ob1,SCOPe-5K,family,1h3o,72
d1h3oa_,SCOPe-5K,family,1h3o,50
d2a40b_,SCOPe-5K,family,2a40,260
d2d9pa1,SCOPe-5K,family,2d9p,90
d6hn3a1,SCOPe-5K,family,6hn3,166
d2hq7a1,SCOPe-5K,family,2hq7,141
d2pq8a_,SCOPe-5K,family,2pq8,271
d2ao9a1,SCOPe-5K,family,2ao9,120
d2bvya1,SCOPe-5K,family,2bvy,94
d7d6aa_,SCOPe-5K,family,7d6a,475
d1kgce1,SCOPe-5K,family,1kgc,112
d1kgcd1,SCOPe-5K,family,1kgc,112
d1dfup_,SCOPe-5K,family,1dfu,94
d6gmfa_,SCOPe-5K,family,6gmf,397
d1y93a_,SCOPe-5K,family,1y93,158
d6pnua1,SCOPe-5K,family,6pnu,474
d1x51a1,SCOPe-5K,family,1x51,142
d2hiqa_,SCOPe-5K,family,2hiq,96
d6kwaa_,SCOPe-5K,family,6kwa,267
d1ut1a_,SCOPe-5K,family,1ut1,140
d1p9la1,SCOPe-5K,family,1p9l,137
d1p9la2,SCOPe-5K,family,1p9l,109
d1jjfa_,SCOPe-5K,family,1jjf,255
d2bh1a2,SCOPe-5K,family,2bh1,144
d2bh1a1,SCOPe-5K,family,2bh1,94
d2bh1x1,SCOPe-5K,family,2bh1,68
d2pw6a1,SCOPe-5K,family,2pw6,258
d2cb8a_,SCOPe-5K,family,2cb8,86
d1sg5a1,SCOPe-5K,family,1sg5,86
d7ag6a1,SCOPe-5K,family,7ag6,298
d6rb7a_,SCOPe-5K,family,6rb7,305
d1koea_,SCOPe-5K,family,1koe,172
d2auaa1,SCOPe-5K,family,2aua,194
d1icfi_,SCOPe-5K,family,1icf,65
d1tifa_,SCOPe-5K,family,1tif,76
d1dkva5,SCOPe-5K,family,1dkv,158
d1peqa1,SCOPe-5K,family,1peq,162
d2h88b1,SCOPe-5K,family,2h88,107
d2h88d_,SCOPe-5K,family,2h88,101
d2h88b2,SCOPe-5K,family,2h88,132
d3bjva_,SCOPe-5K,family,3bjv,156
d3fr3a2,SCOPe-5K,family,3fr3,119
d7niya_,SCOPe-5K,family,7niy,240
d2x55a1,SCOPe-5K,family,2x55,289
d4quca_,SCOPe-5K,family,4quc,56
d1wkca_,SCOPe-5K,family,1wkc,175
d1vk2a_,SCOPe-5K,family,1vk2,191
d1f0aa_,SCOPe-5K,family,1f0a,81
d1auka_,SCOPe-5K,family,1auk,485
d1k12a_,SCOPe-5K,family,1k12,158
d1regx_,SCOPe-5K,family,1reg,122
d3fdua1,SCOPe-5K,family,3fdu,246
d2x4da_,SCOPe-5K,family,2x4d,270
d2v0ha1,SCOPe-5K,family,2v0h,248
d2v0ha2,SCOPe-5K,family,2v0h,202
d4gqph_,SCOPe-5K,family,4gqp,240
d2oq5a_,SCOPe-5K,family,2oq5,232
d1g31a_,SCOPe-5K,family,1g31,107
d2cwya1,SCOPe-5K,family,2cwy,94
d1h2ba1,SCOPe-5K,family,1h2b,172
d1h2ba2,SCOPe-5K,family,1h2b,172
d4qa8a_,SCOPe-5K,family,4qa8,210
d4rm7a2,SCOPe-5K,family,4rm7,155
d4rm7a1,SCOPe-5K,family,4rm7,229
d1m45a_,SCOPe-5K,family,1m45,146
d3mvua_,SCOPe-5K,family,3mvu,225
d3e5ua2,SCOPe-5K,family,3e5u,139
d3e5ua1,SCOPe-5K,family,3e5u,80
d2yfia1,SCOPe-5K,family,2yfi,162
d3obca1,SCOPe-5K,family,3obc,100
d2dsya1,SCOPe-5K,family,2dsy,80
d4kt7a1,SCOPe-5K,family,4kt7,230
d1ciya2,SCOPe-5K,family,1ciy,206
d3kzoa1,SCOPe-5K,family,3kzo,162
d3kzoa2,SCOPe-5K,family,3kzo,170
d2hbja1,SCOPe-5K,family,2hbj,96
d2hbja2,SCOPe-5K,family,2hbj,292
d3gqba1,SCOPe-5K,family,3gqb,70
d3gqba4,SCOPe-5K,family,3gqb,147
d1ogda_,SCOPe-5K,family,1ogd,131
d1zx5a1,SCOPe-5K,family,1zx5,299
d1wy5a1,SCOPe-5K,family,1wy5,216
d1wy5a2,SCOPe-5K,family,1wy5,95
d3nxba_,SCOPe-5K,family,3nxb,101
d1mnta_,SCOPe-5K,family,1mnt,66
d1u7ka_,SCOPe-5K,family,1u7k,131
d1zpsa1,SCOPe-5K,family,1zps,124
d1kgda_,SCOPe-5K,family,1kgd,178
d3vrna1,SCOPe-5K,family,3vrn,136
d3vrna3,SCOPe-5K,family,3vrn,87
d3vrna2,SCOPe-5K,family,3vrn,86
d1r94a_,SCOPe-5K,family,1r94,97
d2c1wa1,SCOPe-5K,family,2c1w,284
d1s68a_,SCOPe-5K,family,1s68,233
d1uynx_,SCOPe-5K,family,1uyn,299
d1xhba2,SCOPe-5K,family,1xhb,328
d1xhba1,SCOPe-5K,family,1xhb,131
d2hbwa2,SCOPe-5K,family,2hbw,148
d2hbwa1,SCOPe-5K,family,2hbw,73
d1jjcb4,SCOPe-5K,family,1jjc,104
d1jjcb6,SCOPe-5K,family,1jjc,209
d1jjcb3,SCOPe-5K,family,1jjc,113
d1jjcb1,SCOPe-5K,family,1jjc,78
d1jjcb2,SCOPe-5K,family,1jjc,75
d1jjcb5,SCOPe-5K,family,1jjc,207
d5k0ua_,SCOPe-5K,family,5k0u,263
d6w9ga_,SCOPe-5K,family,6w9g,143
d1q6wa_,SCOPe-5K,family,1q6w,151
d1rzxa_,SCOPe-5K,family,1rzx,98
d2cp5a1,SCOPe-5K,family,2cp5,128
d4cu7a3,SCOPe-5K,family,4cu7,332
d4cu7a5,SCOPe-5K,family,4cu7,119
d4cu7a4,SCOPe-5K,family,4cu7,108
d4cu7a2,SCOPe-5K,family,4cu7,120
d4cu7a1,SCOPe-5K,family,4cu7,169
d2j5ia_,SCOPe-5K,family,2j5i,248
d3ju7a_,SCOPe-5K,family,3ju7,368
d5mkia_,SCOPe-5K,family,5mki,70
d2b5ga_,SCOPe-5K,family,2b5g,168
d1wmhb_,SCOPe-5K,family,1wmh,82
d1wmha_,SCOPe-5K,family,1wmh,83
d2wzba_,SCOPe-5K,family,2wzb,415
d5yx6a_,SCOPe-5K,family,5yx6,387
d1squa_,SCOPe-5K,family,1squ,152
d1ee6a_,SCOPe-5K,family,1ee6,197
d1w94a1,SCOPe-5K,family,1w94,154
d3vfia_,SCOPe-5K,family,3vfi,104
d3b82a1,SCOPe-5K,family,3b82,342
d3b82a5,SCOPe-5K,family,3b82,117
d3b82a4,SCOPe-5K,family,3b82,165
d3b82a3,SCOPe-5K,family,3b82,79
d3b82a2,SCOPe-5K,family,3b82,138
d5fwaa_,SCOPe-5K,family,5fwa,339
d4fc3e_,SCOPe-5K,family,4fc3,144
d3hb7a1,SCOPe-5K,family,3hb7,184
d2gmga1,SCOPe-5K,family,2gmg,96
d1q16a1,SCOPe-5K,family,1q16,170
d1q16c_,SCOPe-5K,family,1q16,225
d2giya1,SCOPe-5K,family,2giy,173
d1pkoa1,SCOPe-5K,family,1pko,125
d6ovqa_,SCOPe-5K,family,6ovq,322
d1goia2,SCOPe-5K,family,1goi,357
d1goia1,SCOPe-5K,family,1goi,52
d1goia3,SCOPe-5K,family,1goi,88
d5i1mv_,SCOPe-5K,family,5i1m,458
d6ow4a_,SCOPe-5K,family,6ow4,278
d7m13a1,SCOPe-5K,family,7m13,345
d3kwoa1,SCOPe-5K,family,3kwo,147
d1y8xa1,SCOPe-5K,family,1y8x,157
d1y8xb1,SCOPe-5K,family,1y8x,92
d3gw9a_,SCOPe-5K,family,3gw9,450
d6h2ua1,SCOPe-5K,family,6h2u,207
d1vk9a1,SCOPe-5K,family,1vk9,136
d4co8a1,SCOPe-5K,family,4co8,97
d6b10a1,SCOPe-5K,family,6b10,325
d1sxje1,SCOPe-5K,family,1sxj,99
d1sxja2,SCOPe-5K,family,1sxj,253
d1sxjb1,SCOPe-5K,family,1sxj,92
d1sxja1,SCOPe-5K,family,1sxj,146
d1sxje2,SCOPe-5K,family,1sxj,252
d1sxjc1,SCOPe-5K,family,1sxj,95
d1sxjd1,SCOPe-5K,family,1sxj,91
d5n0ka3,SCOPe-5K,family,5n0k,210
d5n0ka2,SCOPe-5K,family,5n0k,146
d5n0ka1,SCOPe-5K,family,5n0k,191
d1knca_,SCOPe-5K,family,1knc,174
d3fgya1,SCOPe-5K,family,3fgy,128
d2iy5a1,SCOPe-5K,family,2iy5,70
d1jr8a_,SCOPe-5K,family,1jr8,105
d3md3a1,SCOPe-5K,family,3md3,85
d2ff4a2,SCOPe-5K,family,2ff4,179
d2ff4a3,SCOPe-5K,family,2ff4,99
d2ff4a1,SCOPe-5K,family,2ff4,95
d1wyza1,SCOPe-5K,family,1wyz,233
d2db8a1,SCOPe-5K,family,2db8,97
d3l9ca1,SCOPe-5K,family,3l9c,226
d2kq5a_,SCOPe-5K,family,2kq5,51
d3d22a1,SCOPe-5K,family,3d22,116
d1owfa_,SCOPe-5K,family,1owf,96
d1owfb_,SCOPe-5K,family,1owf,94
d1fcqa_,SCOPe-5K,family,1fcq,321
d2cz9a2,SCOPe-5K,family,2cz9,172
d2cz9a1,SCOPe-5K,family,2cz9,178
